,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
3899,7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48
1187,7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72
188,11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67
2465,9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,3.02,0.61
5172,7.9,0.3,0.6,1.85,0.048,13.0,106.0,0.99331,3.24,0.49
2067,6.6,0.22,0.37,15.4,0.035,62.0,153.0,0.99845,3.02,0.4
706,10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73
1480,8.5,0.21,0.41,4.3,0.036,24.0,99.0,0.9947,3.18,0.53
270,7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53
3603,5.2,0.28,0.29,1.1,0.028,18.0,69.0,0.99168,3.24,0.54
4353,6.2,0.21,0.18,11.6,0.044,61.0,155.0,0.99655,3.14,0.52
2445,7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,3.15,0.51
4144,5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49
111,8.0,0.71,0.0,2.6,0.08,11.0,34.0,0.9976,3.44,0.53
1170,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62
1391,7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28
2476,7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74
220,7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7
2114,6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.9944,3.02,0.47
627,7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6
1485,6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58
3815,6.0,0.26,0.32,3.8,0.029,48.0,180.0,0.99011,3.15,0.34
2753,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38
790,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8
2372,7.4,0.25,0.37,6.9,0.02,14.0,93.0,0.9939,3.0,0.48
461,9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57
4690,6.7,0.31,0.34,6.8,0.059,51.0,215.0,0.99538,3.33,0.56
551,8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55
1436,6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47
1454,6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51
3163,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49
198,6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6
2939,8.0,0.19,0.3,2.0,0.053,48.0,140.0,0.994,3.18,0.49
5028,6.0,0.26,0.26,2.2,0.035,10.0,72.0,0.989465,3.11,0.48
402,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61
3478,6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72
2420,6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57
5071,6.6,0.28,0.3,12.9,0.033,31.0,177.0,0.99479,3.12,0.39
3555,7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,3.19,0.78
2083,7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76
4753,6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56
650,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55
4769,5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53
708,9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54
1871,7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978,3.0,0.36
4703,6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.994,3.22,0.35
2153,6.7,0.15,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44
4238,6.9,0.33,0.62,7.5,0.038,46.0,132.0,0.99143,3.23,0.43
1424,7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37
1216,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77
2181,6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47
5057,6.7,0.45,0.3,5.3,0.036,27.0,165.0,0.99122,3.12,0.46
314,12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68
4518,4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.99246,3.32,0.36
1427,6.7,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,3.27,0.37
1512,6.4,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,3.19,0.66
4765,5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,3.51,0.48
113,9.0,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,3.16,0.7
960,10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68
3306,7.9,0.31,0.22,13.3,0.048,46.0,212.0,0.99942,3.47,0.59
5231,6.0,0.2,0.33,1.1,0.039,45.0,126.0,0.99051,3.31,0.45
1114,6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52
3774,7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,2.98,0.31
5319,6.0,0.21,0.38,0.8,0.02,22.0,98.0,0.98941,3.26,0.32
1995,7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48
3781,7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4
2526,6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,3.35,0.38
3883,7.5,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,2.92,0.59
4821,7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49
4139,6.5,0.25,0.45,7.8,0.048,52.0,188.0,0.99576,3.2,0.53
2170,6.5,0.34,0.28,1.8,0.041,43.0,188.0,0.9928,3.13,0.37
4099,6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.98999,3.32,0.54
4899,7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96
326,9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04
604,9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53
4462,7.0,0.33,0.28,5.7,0.033,39.0,204.0,0.99176,3.17,0.64
3434,8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.99645,3.11,0.4
2929,7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43
4614,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41
1498,8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59
1569,6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45
1919,7.8,0.42,0.26,9.2,0.058,34.0,199.0,0.9972,3.14,0.55
1665,6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.9935,3.2,0.59
3248,6.4,0.16,0.25,1.3,0.047,20.0,77.0,0.9933,3.61,0.54
2436,6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46
5066,6.4,0.17,0.34,13.4,0.044,45.0,139.0,0.99752,3.06,0.43
4056,7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38
4096,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6
2459,8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3
789,9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56
3393,6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,3.15,0.6
1580,6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33
1888,6.1,0.17,0.28,4.5,0.033,46.0,150.0,0.9933,3.43,0.49
871,7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56
4012,6.2,0.2,0.29,11.8,0.035,21.0,93.0,0.99364,3.18,0.34
3381,6.4,0.27,0.17,8.4,0.044,60.0,198.0,0.99578,3.21,0.47
2992,6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43
4279,7.4,0.28,0.36,14.6,0.048,35.0,161.0,0.9968,3.14,0.56
73,8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12
420,10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66
1788,7.4,0.36,0.33,1.4,0.025,27.0,55.0,0.9915,3.21,0.33
5308,6.2,0.21,0.28,5.7,0.028,45.0,121.0,0.99168,3.21,1.08
3426,8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.99543,3.1,0.55
92,8.3,0.61,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61
4868,7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44
4211,6.9,0.28,0.33,1.2,0.039,16.0,98.0,0.9904,3.07,0.39
2550,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78
3277,7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.99779,3.16,0.44
2654,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67
4408,7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4
494,11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91
1375,6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35
3565,5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41
2484,5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38
1874,7.7,0.24,0.27,1.8,0.051,52.0,190.0,0.9928,3.23,0.5
1164,7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45
1539,5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34
1270,6.6,0.895,0.04,2.3,0.068,7.0,13.0,0.99582,3.53,0.58
2118,8.0,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,3.32,0.47
4749,6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.99013,3.29,0.46
2471,8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,3.1,0.46
2101,5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63
618,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46
4570,6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54
4236,6.6,0.29,0.29,1.8,0.036,38.0,102.0,0.98819,3.08,0.42
124,7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64
2094,6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82
4503,6.5,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49
3586,6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54
5311,4.9,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5
2851,7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5
3271,8.1,0.28,0.34,1.3,0.035,11.0,126.0,0.99232,3.14,0.5
3879,7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43
869,7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54
3084,7.8,0.27,0.28,1.8,0.05,21.0,127.0,0.9934,3.15,0.44
1042,12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82
4576,7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65
356,10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7
1162,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17
4214,8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.99158,3.09,0.32
5163,5.2,0.24,0.15,7.1,0.043,32.0,134.0,0.99378,3.24,0.48
2656,8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32
1593,7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5
1957,6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45
5169,6.3,0.48,0.48,1.8,0.035,35.0,96.0,0.99121,3.49,0.74
4419,7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52
4028,5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,3.3,0.36
4118,6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43
1592,6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,3.14,0.58
3618,7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.99532,3.16,0.47
3536,8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88
332,8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7
2924,6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66
5091,6.1,0.19,0.37,2.6,0.041,24.0,99.0,0.99153,3.18,0.5
3780,7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38
1258,6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64
4838,6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44
1451,6.5,0.17,0.54,8.5,0.082,64.0,163.0,0.9959,2.89,0.39
2201,6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46
1116,6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59
1541,6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37
4450,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4
4037,5.8,0.23,0.2,2.0,0.043,39.0,154.0,0.99226,3.21,0.39
2859,6.9,0.19,0.28,3.0,0.054,33.0,99.0,0.9924,3.16,0.4
2804,7.0,0.2,0.3,6.1,0.037,31.0,120.0,0.9939,3.24,0.51
3712,6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.99278,3.15,0.4
1726,6.0,0.25,0.28,2.2,0.026,54.0,126.0,0.9898,3.43,0.65
445,12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61
2552,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4
2527,6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42
1413,7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34
452,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78
3355,9.2,0.16,0.49,2.0,0.044,18.0,107.0,0.99514,3.1,0.53
4724,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58
3357,8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.98
14,8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75
2977,7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,3.05,0.41
945,5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64
247,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71
3661,6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,3.2,0.51
360,7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64
4955,5.7,0.22,0.33,1.9,0.036,37.0,110.0,0.98945,3.26,0.58
2922,8.9,0.34,0.34,1.6,0.056,13.0,176.0,0.9946,3.14,0.47
3887,6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43
3961,6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,2.99,0.32
1616,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41
3606,8.2,0.37,0.64,13.9,0.043,22.0,171.0,0.99873,2.99,0.8
2478,5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.992,3.54,0.56
3488,6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.99556,3.16,0.49
3967,6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36
4172,6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45
5198,6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37
3964,5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4
490,7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61
3898,7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53
862,7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58
1006,5.6,0.915,0.0,2.1,0.041,17.0,78.0,0.99346,3.68,0.73
2513,6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48
1383,7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71
2834,6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3
4835,7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31
2053,7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48
1362,7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4
3639,7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42
506,11.8,0.33,0.49,3.4,0.093,54.0,80.0,1.0002,3.3,0.76
1417,6.7,0.25,0.13,1.2,0.041,81.0,174.0,0.992,3.14,0.42
3036,7.4,0.26,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68
25,7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55
5084,6.4,0.38,0.19,4.5,0.038,36.0,119.0,0.99151,3.07,0.42
2254,8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72
1222,7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52
2464,9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.9948,3.02,0.45
1113,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62
3539,9.2,0.14,0.37,1.1,0.034,36.0,84.0,0.99136,3.05,0.55
4564,7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51
3892,6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72
1702,6.3,0.14,0.39,1.2,0.044,26.0,116.0,0.992,3.26,0.53
4974,6.8,0.2,0.25,6.2,0.052,22.0,106.0,0.9935,3.09,0.54
4871,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4
433,6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55
2337,5.3,0.395,0.07,1.3,0.035,26.0,102.0,0.992,3.5,0.35
3591,6.5,0.46,0.31,5.0,0.027,15.0,72.0,0.99165,3.26,0.6
3217,6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44
2366,7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.9944,3.1,0.45
1921,7.1,0.32,0.34,14.5,0.039,46.0,150.0,0.995,3.38,0.5
4351,6.5,0.27,0.26,11.0,0.03,2.0,82.0,0.99402,3.07,0.36
2860,7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4
2034,6.6,0.21,0.31,11.4,0.039,46.0,165.0,0.99795,3.41,0.44
3312,7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.99354,3.3,0.5
1102,7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49
4294,6.8,0.19,0.32,7.6,0.049,37.0,107.0,0.99332,3.12,0.44
2856,7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42
4716,6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48
4230,6.5,0.19,0.28,1.4,0.046,22.0,90.0,0.99038,3.18,0.51
156,7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61
3386,8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5
194,7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54
615,10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57
643,6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65
3989,6.8,0.25,0.24,1.6,0.045,39.0,164.0,0.99402,3.53,0.58
2063,7.6,0.33,0.35,6.3,0.036,12.0,126.0,0.9924,3.16,0.39
1068,7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69
2052,6.8,0.25,0.38,8.1,0.046,24.0,155.0,0.9956,3.33,0.59
5055,6.4,0.33,0.3,7.2,0.041,42.0,168.0,0.99331,3.22,0.49
3733,7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.99075,2.99,0.43
3000,6.4,0.29,0.28,11.1,0.063,66.0,169.0,0.9973,2.89,0.57
5318,5.5,0.29,0.3,1.1,0.022,20.0,110.0,0.98869,3.34,0.38
2005,6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.9988,3.08,0.44
330,11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11
2104,7.0,0.31,0.29,1.4,0.037,33.0,128.0,0.9896,3.12,0.36
3001,7.2,0.15,0.33,1.1,0.027,16.0,63.0,0.9937,3.37,0.4
2487,6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4
622,8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44
5230,6.2,0.26,0.2,8.0,0.047,35.0,111.0,0.99445,3.11,0.42
2642,8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34
3888,7.1,0.28,0.35,3.5,0.028,35.0,91.0,0.99022,2.96,0.33
3296,7.2,0.34,0.3,8.4,0.051,40.0,167.0,0.99756,3.48,0.62
2235,7.5,0.17,0.34,1.4,0.035,13.0,102.0,0.9918,3.05,0.74
3813,8.5,0.23,0.28,11.1,0.033,30.0,97.0,0.99507,3.03,0.39
1720,6.9,0.2,0.37,6.2,0.027,24.0,97.0,0.992,3.38,0.49
3075,7.3,0.29,0.29,4.6,0.029,27.0,155.0,0.9931,3.07,0.26
755,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5
518,11.9,0.58,0.58,1.9,0.071,5.0,18.0,0.998,3.09,0.63
4305,6.7,0.35,0.48,8.8,0.056,35.0,167.0,0.99628,3.04,0.47
32,7.8,0.645,0.0,5.5,0.086,5.0,18.0,0.9986,3.4,0.55
4311,7.7,0.32,0.61,11.8,0.041,66.0,188.0,0.99794,3.0,0.54
4198,6.6,0.24,0.27,10.3,0.047,54.0,219.0,0.99742,3.04,0.45
2874,7.8,0.22,0.36,1.4,0.056,21.0,153.0,0.993,3.2,0.53
1157,7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62
2004,7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46
744,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54
3528,8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.99316,3.44,0.51
3489,6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59
2728,7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36
2535,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51
103,10.1,0.31,0.44,2.3,0.08,22.0,46.0,0.9988,3.32,0.67
2941,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57
783,9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64
2142,5.9,0.29,0.33,7.4,0.037,58.0,205.0,0.99495,3.26,0.41
2847,6.6,0.62,0.2,8.7,0.046,81.0,224.0,0.99605,3.17,0.44
229,7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6
857,8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7
3662,6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.98894,3.22,0.53
1401,6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48
4643,5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45
408,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79
170,6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61
540,8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62
1954,7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62
5119,6.6,0.25,0.25,1.3,0.04,28.0,85.0,0.98984,2.87,0.48
2619,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38
3351,6.5,0.19,0.27,4.9,0.037,13.0,101.0,0.9916,3.17,0.41
613,7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61
3669,7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.99238,3.34,0.44
2167,6.1,0.19,0.25,4.0,0.023,23.0,112.0,0.9923,3.37,0.51
3908,7.6,0.21,0.49,2.5,0.047,20.0,130.0,0.99178,3.15,0.48
1161,6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37
2330,6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41
3651,6.7,0.2,0.37,1.65,0.025,42.0,103.0,0.99022,3.11,0.45
4506,7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52
3914,6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43
5306,6.5,0.33,0.38,8.3,0.048,68.0,174.0,0.99492,3.14,0.5
1609,8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,3.09,0.57
4604,6.4,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61
2893,7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,3.19,0.34
564,9.8,0.88,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67
4500,7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,3.29,0.44
4055,6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48
4523,6.7,0.31,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36
4561,7.7,0.31,0.36,4.3,0.026,15.0,87.0,0.99152,3.11,0.48
4424,6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.99532,3.14,0.42
3921,6.2,0.25,0.42,8.0,0.049,53.0,206.0,0.99586,3.16,0.47
1732,6.4,0.28,0.29,1.6,0.052,34.0,127.0,0.9929,3.48,0.56
4554,6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.98964,3.32,0.42
5244,5.7,0.4,0.35,5.1,0.026,17.0,113.0,0.99052,3.18,0.67
2620,7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,3.13,0.38
3951,6.5,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,3.15,0.54
1941,5.9,0.37,0.14,6.3,0.036,34.0,185.0,0.9944,3.17,0.63
